gene	log2FC	pvalue	padjs
Gx67724	-0.037	0.794	0.794
Gx85387	0.039	0.627	0.627
Gx43563	-0.043	0.768	0.768
Gx94608	-0.422	0.264	0.264
Gx36827	0.012	0.842	0.842
Gx78739	0.47	0.0638	0.0638
Gx85138	-0.112	0.205	0.205
Gx48229	0.11	0.438	0.438
Gx60659	0.476	0.27	0.27
Gx67228	-0.068	0.388	0.388
Gx54306	-0.097	0.499	0.499
Gx72892	0.091	0.276	0.276
Gx26529	0.003	0.99	0.99
Gx91577	-0.039	0.595	0.595
Gx60250	0.023	0.878	0.878
Gx79869	0.244	0.131	0.131
Gx80585	-0.105	0.147	0.147
Gx18028	-0.027	0.567	0.567
Gx34658	0.022	0.845	0.845
Gx56961	0.08	0.17	0.17
Gx35793	0.112	0.0524	0.0524
Gx40248	-0.127	0.586	0.586
Gx31046	-0.121	0.334	0.334
Gx15249	-0.01	0.85	0.85
Gx13570	0.048	0.358	0.358
Gx81274	0.057	0.923	0.923
Gx46533	0.028	0.764	0.764
Gx98540	0.067	0.471	0.471
Gx83411	-0.078	0.168	0.168
Gx33324	-0.116	0.825	0.825
Gx90500	-0.014	0.899	0.899
Gx13823	-0.132	0.537	0.537
Gx20206	0.049	0.524	0.524
Gx58887	-0.018	0.848	0.848
Gx14247	-0.135	0.449	0.449
Gx99767	0.915	0.25	0.25
Gx99939	-0.479	0.0836	0.0836
Gx55494	-0.317	0.0867	0.0867
Gx67568	-0.237	0.13	0.13
Gx23260	-0.03	0.937	0.937
Gx86529	-0.199	0.146	0.146
Gx48235	-0.03	0.643	0.643
Gx97269	-0.021	0.905	0.905
Gx45168	0.89	0.366	0.366
Gx63722	-0.227	0.174	0.174
Gx64254	0.173	0.238	0.238
Gx32302	-0.05	0.363	0.363
Gx74417	0.093	0.408	0.408
Gx83237	0.145	0.133	0.133
Gx55298	0.032	0.624	0.624
Gx12003	0.148	0.116	0.116
Gx51288	-0.261	0.455	0.455
Gx50762	0.01	0.831	0.831
Gx88415	-0.189	0.23	0.23
Gx47060	0.033	0.757	0.757
Gx48341	0.042	0.593	0.593
Gx37857	-0.536	0.0427	0.0427
Gx33365	-0.1	0.331	0.331
Gx25922	-0.101	0.768	0.768
Gx25954	0.045	0.421	0.421
Gx71040	-0.099	0.467	0.467
Gx28144	0.395	0.0728	0.0728
Gx19516	0.215	0.0584	0.0584
Gx55396	-0.154	0.0877	0.0877
Gx90952	0.091	0.369	0.369
Gx90844	0.185	0.0139	0.0139
Gx77390	-0.12	0.103	0.103
Gx14220	-0.059	0.783	0.783
Gx87449	0.053	0.471	0.471
Gx38569	0.357	0.00185	0.00185
Gx21518	-0.252	0.16	0.16
Gx61396	-0.092	0.221	0.221
Gx33541	-0.394	0.101	0.101
Gx22330	-0.384	0.0546	0.0546
Gx68869	-0.021	0.848	0.848
Gx79686	-0.111	0.129	0.129
Gx75680	-0.059	0.501	0.501
Gx90812	-0.007	0.933	0.933
Gx50220	0.003	0.96	0.96
Gx57397	0.108	0.316	0.316
Gx98756	0.024	0.615	0.615
Gx58246	-0.048	0.363	0.363
Gx35362	-0.262	0.064	0.064
Gx32535	-0.099	0.174	0.174
Gx65749	-0.063	0.695	0.695
Gx91831	-0.032	0.614	0.614
Gx79536	0.116	0.469	0.469
Gx26541	-0.078	0.179	0.179
Gx72424	-0.01	0.852	0.852
Gx65943	0.427	0.417	0.417
Gx53669	-0.131	0.0747	0.0747
Gx74915	-0.286	0.311	0.311
Gx75928	-0.403	0.182	0.182
Gx83383	0.15	0.273	0.273
Gx78205	0.036	0.601	0.601
Gx56176	-0.045	0.495	0.495
Gx62522	0.065	0.373	0.373
Gx24441	-0.103	0.196	0.196
Gx47777	0.08	0.179	0.179
Gx47666	-0.7	0.0677	0.0677
Gx84494	0.014	0.871	0.871
Gx61944	-0.237	0.0867	0.0867
Gx71693	-0.007	0.885	0.885
Gx48645	-0.022	0.763	0.763
Gx18262	0.35	0.352	0.352
Gx34267	-0.02	0.802	0.802
Gx14077	-0.306	0.151	0.151
Gx46444	-0.046	0.711	0.711
Gx53716	1.272	0.0251	0.0251
Gx51036	0.285	0.159	0.159
Gx54373	-0.257	0.156	0.156
Gx70238	-0.082	0.65	0.65
Gx21269	0.039	0.751	0.751
Gx92550	0.018	0.908	0.908
Gx34932	0.8	0.00999	0.00999
Gx80945	-0.04	0.573	0.573
Gx95213	-0.06	0.398	0.398
Gx79557	0.242	0.668	0.668
Gx52842	0.188	0.123	0.123
Gx73530	0.022	0.886	0.886
Gx28218	0.019	0.932	0.932
Gx93547	-0.003	0.98	0.98
Gx12828	-0.031	0.828	0.828
Gx54311	0.17	0.0917	0.0917
Gx93481	-0.008	0.926	0.926
Gx79176	0.014	0.951	0.951
Gx37826	-0.356	0.0792	0.0792
Gx96649	0.424	0.282	0.282
Gx73743	-0.051	0.841	0.841
Gx21978	0.599	0.0252	0.0252
Gx47477	-0.037	0.626	0.626
Gx89513	0.062	0.773	0.773
Gx16537	-0.157	0.586	0.586
Gx23851	-0.096	0.299	0.299
Gx32019	0.038	0.472	0.472
Gx37710	-0.036	0.815	0.815
Gx62481	0.069	0.372	0.372
Gx61897	-0.527	0.151	0.151
Gx21085	-0.058	0.304	0.304
Gx61708	-0.017	0.754	0.754
Gx92517	0.093	0.197	0.197
Gx19204	0.231	0.288	0.288
Gx70606	0.071	0.198	0.198
Gx70813	0.035	0.859	0.859
Gx98907	0.119	0.177	0.177
Gx47246	-0.033	0.649	0.649
Gx53629	0	0.995	0.995
Gx36324	-0.552	0.0073	0.0073
Gx19583	-0.189	0.331	0.331
Gx68558	-0.029	0.677	0.677
Gx24640	0.022	0.708	0.708
Gx76230	0.089	0.706	0.706
Gx77517	0.034	0.549	0.549
Gx43507	-0.078	0.37	0.37
Gx61697	-0.01	0.892	0.892
Gx86011	0.02	0.9	0.9
Gx83080	0.039	0.527	0.527
Gx39101	0.1	0.174	0.174
Gx33655	0.037	0.637	0.637
Gx77357	0.055	0.61	0.61
Gx32062	-0.006	0.922	0.922
Gx79685	-0.095	0.442	0.442
Gx34191	0.331	0.451	0.451
Gx40240	-0.322	0.267	0.267
Gx77168	-0.097	0.58	0.58
Gx84998	0.378	0.152	0.152
Gx20980	0.079	0.276	0.276
Gx17746	0.053	0.806	0.806
Gx79229	-0.001	0.992	0.992
Gx40461	0.044	0.519	0.519
Gx60895	-0.096	0.452	0.452
Gx86403	-0.466	0.106	0.106
Gx20542	-0.043	0.443	0.443
Gx65527	0.044	0.514	0.514
Gx27984	-0.006	0.922	0.922
Gx13955	0.051	0.779	0.779
Gx13982	-0.405	0.164	0.164
Gx27555	-0.081	0.614	0.614
Gx26485	-0.688	0.0366	0.0366
Gx16880	0.004	0.947	0.947
Gx28423	-0.004	0.938	0.938
Gx16467	0.095	0.219	0.219
Gx16309	-0.006	0.957	0.957
Gx93986	0.055	0.755	0.755
Gx26361	-0.504	0.394	0.394
Gx84429	0.179	0.142	0.142
Gx95497	0.132	0.497	0.497
Gx15070	0.016	0.789	0.789
Gx52620	-0.023	0.822	0.822
Gx48521	0.246	0.339	0.339
Gx42296	0.019	0.8	0.8
Gx13325	0.487	0.0196	0.0196
Gx92941	0.071	0.443	0.443
Gx39771	-0.768	0.076	0.076
Gx67269	0.082	0.265	0.265
Gx23220	0.018	0.796	0.796
Gx28112	0.039	0.463	0.463
Gx33740	0.022	0.883	0.883
Gx65980	-0.093	0.643	0.643
Gx80213	0.024	0.706	0.706
Gx76040	0.029	0.878	0.878
Gx57658	-0.035	0.712	0.712
Gx70806	0.176	0.229	0.229
Gx58449	0.109	0.089	0.089
Gx21153	-0.027	0.634	0.634
Gx69108	-0.058	0.854	0.854
Gx70117	0.029	0.77	0.77
Gx13387	0.011	0.896	0.896
Gx10299	-0.044	0.813	0.813
Gx76283	0.388	0.102	0.102
Gx67262	0.072	0.335	0.335
Gx41714	0.189	0.436	0.436
Gx61216	0.137	0.0575	0.0575
Gx33852	-0.229	0.273	0.273
Gx76027	0.23	0.0398	0.0398
Gx39164	0.719	0.0937	0.0937
Gx84462	0.062	0.384	0.384
Gx56660	-0.276	0.29	0.29
Gx23681	-0.285	0.436	0.436
Gx35482	0.129	0.0613	0.0613
Gx96579	0.047	0.777	0.777
Gx14025	-0.768	0.1	0.1
Gx64750	-0.118	0.484	0.484
Gx48481	0.167	0.594	0.594
Gx26266	0.542	0.0774	0.0774
Gx11954	-0.066	0.672	0.672
Gx61690	0.115	0.206	0.206
Gx42517	0.081	0.147	0.147
Gx92995	-0.036	0.931	0.931
Gx77643	0.217	0.0633	0.0633
Gx84548	-0.745	0.22	0.22
Gx11823	0.011	0.879	0.879
Gx29220	-0.204	0.406	0.406
Gx33520	0.003	0.961	0.961
Gx98731	0.081	0.317	0.317
Gx74529	-0.043	0.532	0.532
Gx64353	0.141	0.709	0.709
Gx70089	0.098	0.152	0.152
Gx24355	-0.209	0.00733	0.00733
Gx33142	-0.019	0.86	0.86
Gx87773	0.021	0.871	0.871
Gx83374	-0.063	0.701	0.701
Gx83744	-0.04	0.585	0.585
Gx54206	-0.062	0.323	0.323
Gx60921	0.165	0.198	0.198
Gx90040	0.105	0.654	0.654
Gx44113	0.041	0.595	0.595
Gx62502	-0.041	0.486	0.486
Gx10200	0.08	0.317	0.317
Gx23027	0.172	0.157	0.157
Gx67260	0.066	0.463	0.463
Gx36494	-0.131	0.414	0.414
Gx67654	0.089	0.227	0.227
Gx37056	0.131	0.383	0.383
Gx32622	-0.324	0.0613	0.0613
Gx32628	-0.117	0.761	0.761
Gx89848	-0.27	0.0433	0.0433
Gx66992	0.235	0.184	0.184
Gx72053	-0.258	0.448	0.448
Gx66737	0.202	0.11	0.11
Gx34340	0.06	0.569	0.569
Gx64650	-0.032	0.738	0.738
Gx20494	0.03	0.748	0.748
Gx87867	-0.082	0.571	0.571
Gx74705	-0.023	0.724	0.724
Gx70823	-0.151	0.203	0.203
Gx23501	-0.249	0.226	0.226
Gx74169	-0.338	0.165	0.165
Gx40494	0.087	0.504	0.504
Gx40774	0.042	0.67	0.67
Gx17006	0.105	0.309	0.309
Gx13672	0.141	0.702	0.702
Gx23276	-0.034	0.748	0.748
Gx26620	0.07	0.392	0.392
Gx55880	0.025	0.663	0.663
Gx79905	0.057	0.876	0.876
Gx92559	-0.056	0.269	0.269
Gx58628	-0.03	0.695	0.695
Gx61284	-0.027	0.823	0.823
Gx24810	0.352	0.0209	0.0209
Gx35989	0.416	0.238	0.238
Gx33464	-0.033	0.528	0.528
Gx92044	-0.052	0.316	0.316
Gx83662	0.005	0.94	0.94
Gx31678	-0.046	0.807	0.807
Gx95727	-0.179	0.0205	0.0205
Gx53920	0.006	0.89	0.89
Gx63543	0.071	0.397	0.397
Gx84249	-0.082	0.489	0.489
Gx46986	-0.005	0.924	0.924
Gx58989	0.023	0.633	0.633
Gx37775	-0.093	0.411	0.411
Gx54991	-0.027	0.801	0.801
Gx50373	-0.087	0.132	0.132
Gx41820	-0.409	0.331	0.331
Gx79381	0.044	0.625	0.625
Gx55046	0.077	0.339	0.339
Gx89367	-0.186	0.203	0.203
Gx75909	0.611	0.00396	0.00396
Gx43599	0.041	0.634	0.634
Gx69530	0.011	0.819	0.819
Gx68181	-0.005	0.943	0.943
Gx15517	-0.193	0.304	0.304
Gx47844	0.044	0.514	0.514
Gx97936	0.04	0.826	0.826
Gx87875	0.035	0.831	0.831
Gx76824	0.064	0.431	0.431
Gx92802	-0.245	0.107	0.107
Gx61635	-0.002	0.961	0.961
Gx74905	0.069	0.459	0.459
Gx85875	-0.082	0.356	0.356
Gx49975	-0.209	0.503	0.503
Gx26247	-0.168	0.309	0.309
Gx63991	0.1	0.188	0.188
Gx34819	0.041	0.449	0.449
Gx83670	0.008	0.867	0.867
Gx34617	0.051	0.321	0.321
Gx35188	0.292	0.48	0.48
Gx31725	0.048	0.341	0.341
Gx92820	0.012	0.867	0.867
Gx71549	-0.037	0.537	0.537
Gx50441	0.097	0.116	0.116
Gx52684	0.065	0.458	0.458
Gx11700	0.074	0.875	0.875
Gx44149	0.257	0.0389	0.0389
Gx46383	-0.118	0.606	0.606
Gx53898	-0.072	0.413	0.413
Gx61592	0.162	0.289	0.289
Gx14155	0.076	0.258	0.258
Gx94344	0.052	0.802	0.802
Gx47084	-0.998	0.00716	0.00716
Gx36166	-0.467	0.103	0.103
Gx56148	-0.347	0.39	0.39
Gx61566	-0.068	0.493	0.493
Gx91179	-0.308	0.0208	0.0208
Gx60517	0.502	0.0571	0.0571
Gx71191	0.044	0.721	0.721
Gx68768	0.069	0.331	0.331
Gx54641	-0.046	0.493	0.493
Gx56984	0.056	0.277	0.277
Gx66176	0.118	0.457	0.457
Gx71589	-0.105	0.45	0.45
Gx63140	-0.139	0.684	0.684
Gx10641	-0.212	0.108	0.108
Gx46041	-0.171	0.218	0.218
Gx27792	0.055	0.639	0.639
Gx73889	-0.044	0.471	0.471
Gx50890	0.034	0.678	0.678
Gx21574	-0.059	0.531	0.531
Gx54255	-0.159	0.407	0.407
Gx83688	0.332	0.244	0.244
Gx12321	-0.014	0.853	0.853
Gx20407	-0.357	0.0236	0.0236
Gx18998	0.024	0.748	0.748
Gx84454	0.244	0.245	0.245
Gx70071	0.176	0.174	0.174
Gx98444	-0.073	0.219	0.219
Gx40124	-0.017	0.795	0.795
Gx31481	-0.199	0.139	0.139
Gx27554	0.038	0.472	0.472
Gx42640	0.037	0.716	0.716
Gx83893	0.01	0.951	0.951
Gx28023	0.03	0.883	0.883
Gx76808	-0.038	0.727	0.727
Gx62646	0.382	0.0198	0.0198
Gx20703	0.015	0.922	0.922
Gx89716	-0.147	0.605	0.605
Gx14589	-0.095	0.209	0.209
Gx61134	0.15	0.0399	0.0399
Gx26256	-0.076	0.385	0.385
Gx50753	0.177	0.226	0.226
Gx33042	-0.038	0.927	0.927
Gx23068	-0.005	0.983	0.983
Gx22597	0.381	0.0666	0.0666
Gx21933	0.377	0.101	0.101
Gx76038	-0.147	0.0766	0.0766
Gx64747	0.059	0.408	0.408
Gx93374	0.07	0.561	0.561
Gx29519	-0.097	0.259	0.259
Gx23012	-0.033	0.566	0.566
Gx97758	-0.096	0.603	0.603
Gx84584	0.131	0.647	0.647
Gx45045	0.109	0.175	0.175
Gx71832	-0.131	0.0349	0.0349
Gx44227	-0.108	0.405	0.405
Gx55315	0.172	0.413	0.413
Gx37918	-0.08	0.371	0.371
Gx32039	0.03	0.805	0.805
Gx60426	0.385	0.249	0.249
Gx60513	0.19	0.36	0.36
Gx29351	-0.021	0.671	0.671
Gx44273	0.102	0.0614	0.0614
Gx40341	0.065	0.562	0.562
Gx55261	-0.058	0.406	0.406
Gx86502	0.056	0.509	0.509
Gx40631	0.075	0.873	0.873
Gx60950	0.127	0.0836	0.0836
Gx53449	0.076	0.542	0.542
Gx73617	-0.38	0.0549	0.0549
Gx99758	-0.124	0.633	0.633
Gx77518	0.001	0.993	0.993
Gx26183	0.182	0.302	0.302
Gx96080	-0.013	0.91	0.91
Gx33294	0.087	0.4	0.4
Gx32379	0.027	0.751	0.751
Gx32720	-0.674	0.0349	0.0349
Gx74269	0.019	0.964	0.964
Gx71108	0.102	0.0864	0.0864
Gx66711	-0.106	0.172	0.172
Gx22284	0.08	0.147	0.147
Gx20722	0.048	0.733	0.733
Gx35222	0.05	0.403	0.403
Gx20574	0.193	0.126	0.126
Gx76403	-0.19	0.0492	0.0492
Gx60571	0.049	0.333	0.333
Gx82223	0.288	0.0585	0.0585
Gx29905	-0.083	0.166	0.166
Gx83485	0.055	0.368	0.368
Gx80535	0.016	0.893	0.893
Gx33173	0.141	0.378	0.378
Gx49156	-0.395	0.0169	0.0169
Gx22522	-0.254	0.0737	0.0737
Gx86956	-0.054	0.503	0.503
Gx99317	-0.022	0.936	0.936
Gx29724	-0.08	0.199	0.199
Gx21215	-0.256	0.239	0.239
Gx63154	0.012	0.883	0.883
Gx67728	0.062	0.76	0.76
Gx26762	-0.036	0.753	0.753
Gx24680	-0.055	0.763	0.763
Gx42854	-0.016	0.829	0.829
Gx68777	0.085	0.785	0.785
Gx97399	-0.05	0.845	0.845
Gx41818	-0.032	0.626	0.626
Gx56438	-0.144	0.287	0.287
Gx55456	0.012	0.822	0.822
Gx18103	0.319	0.0637	0.0637
Gx41652	-0.061	0.623	0.623
Gx86044	0.035	0.765	0.765
Gx61326	0.06	0.292	0.292
Gx92167	-0.046	0.614	0.614
Gx24893	-0.158	0.208	0.208
Gx57518	-0.594	0.073	0.073
Gx12994	-0.013	0.903	0.903
Gx73112	-0.07	0.689	0.689
Gx87837	0.005	0.95	0.95
Gx37999	-0.031	0.669	0.669
Gx44278	0.005	0.97	0.97
Gx54558	-0.119	0.0589	0.0589
Gx13194	0.134	0.0691	0.0691
Gx70374	-0.16	0.23	0.23
Gx61866	-0.068	0.315	0.315
Gx27536	-0.14	0.104	0.104
Gx16025	0.083	0.148	0.148
Gx73036	0.652	0.302	0.302
Gx80543	-0.487	0.106	0.106
Gx18559	-0.005	0.949	0.949
Gx29998	-0.157	0.22	0.22
Gx72195	0.108	0.435	0.435
Gx59940	-0.073	0.563	0.563
Gx16131	0.068	0.238	0.238
Gx77976	-0.346	0.607	0.607
Gx36425	-0.163	0.114	0.114
Gx12342	0.102	0.155	0.155
Gx78065	-0.096	0.356	0.356
Gx81439	-0.05	0.459	0.459
Gx27017	-0.141	0.858	0.858
Gx75297	-0.548	0.274	0.274
Gx95235	0.057	0.274	0.274
Gx81353	0.265	0.319	0.319
Gx99619	-0.017	0.943	0.943
Gx32137	-0.252	0.157	0.157
Gx73316	0.034	0.792	0.792
Gx64064	-0.15	0.403	0.403
Gx34028	-0.006	0.922	0.922
Gx43248	-0.05	0.442	0.442
Gx42135	-0.5	0.167	0.167
Gx69177	-0.097	0.478	0.478
Gx17486	0.119	0.312	0.312
Gx67656	-0.048	0.32	0.32
Gx11777	0.06	0.688	0.688
Gx57831	0.28	0.00926	0.00926
Gx90687	0.25	0.368	0.368
Gx97278	-0.017	0.931	0.931
Gx97154	-0.043	0.514	0.514
Gx40503	-0.038	0.591	0.591
Gx50451	-0.232	0.138	0.138
Gx57373	0.703	0.133	0.133
Gx47733	-0.15	0.485	0.485
Gx57659	-0.147	0.243	0.243
Gx91587	-0.012	0.812	0.812
Gx34802	0.039	0.494	0.494
Gx25314	-0.217	0.508	0.508
Gx39778	0.094	0.354	0.354
Gx78192	-0.727	0.00109	0.00109
Gx19291	0.042	0.556	0.556
Gx27104	-0.067	0.335	0.335
Gx40942	0.043	0.448	0.448
Gx36893	0.162	0.0384	0.0384
Gx93277	0.066	0.572	0.572
Gx36175	-0.052	0.685	0.685
Gx34584	-0.098	0.543	0.543
Gx41946	-0.09	0.374	0.374
Gx75948	-0.029	0.581	0.581
Gx30529	-0.047	0.48	0.48
Gx29439	0.072	0.146	0.146
Gx38222	0.007	0.905	0.905
Gx55825	0.191	0.108	0.108
Gx87670	-0.135	0.17	0.17
Gx95527	-0.07	0.561	0.561
Gx59234	-0.036	0.864	0.864
Gx65009	-0.193	0.0131	0.0131
Gx88987	0.122	0.202	0.202
Gx86794	0.052	0.43	0.43
Gx60215	0.031	0.53	0.53
Gx32547	-0.058	0.413	0.413
Gx62554	-0.076	0.294	0.294
Gx85503	0.066	0.47	0.47
Gx61210	-0.258	0.0969	0.0969
Gx45020	0.202	0.162	0.162
Gx71306	-0.395	0.746	0.746
Gx64159	-1.164	0.00248	0.00248
Gx34833	-0.113	0.0999	0.0999
Gx83761	0.865	0.109	0.109
Gx95221	-0.054	0.377	0.377
Gx97481	-0.373	0.0346	0.0346
Gx32700	0.125	0.464	0.464
Gx52651	-0.02	0.69	0.69
Gx97890	0.147	0.139	0.139
Gx88104	0.021	0.658	0.658
Gx82583	-0.378	0.207	0.207
Gx46755	0.74	0.0403	0.0403
Gx70825	-0.091	0.788	0.788
Gx51238	0.158	0.111	0.111
Gx41606	0.143	0.0602	0.0602
Gx86610	0.001	0.994	0.994
Gx68454	-0.192	0.551	0.551
Gx78398	-0.22	0.252	0.252
Gx61846	0.007	0.926	0.926
Gx74349	-0.088	0.424	0.424
Gx24875	-0.264	0.627	0.627
Gx13476	0.142	0.427	0.427
Gx16260	-0.072	0.183	0.183
Gx16679	-0.04	0.658	0.658
Gx29226	0.055	0.299	0.299
Gx35177	0.064	0.382	0.382
Gx94775	0.728	0.291	0.291
Gx22520	-0.086	0.841	0.841
Gx16796	0.02	0.729	0.729
Gx44929	0.096	0.513	0.513
Gx25473	-0.032	0.549	0.549
Gx33872	0.128	0.0814	0.0814
Gx89631	0.156	0.115	0.115
Gx73566	-0.011	0.828	0.828
Gx49026	-0.176	0.278	0.278
Gx57456	-0.115	0.335	0.335
Gx41415	-0.136	0.373	0.373
Gx14963	-0.044	0.439	0.439
Gx66087	0.506	0.212	0.212
Gx70426	-0.051	0.63	0.63
Gx61501	-0.147	0.294	0.294
Gx79351	0.01	0.886	0.886
Gx41296	-0.109	0.14	0.14
Gx30834	-0.108	0.22	0.22
Gx72841	-0.05	0.356	0.356
Gx45420	0.054	0.462	0.462
Gx13593	-0.188	0.0132	0.0132
Gx37482	0.065	0.301	0.301
Gx86609	0.018	0.745	0.745
Gx65722	0.234	0.572	0.572
Gx96378	0.136	0.232	0.232
Gx98802	-0.021	0.95	0.95
Gx36366	0.184	0.027	0.027
Gx66860	0.185	0.292	0.292
Gx91937	0.004	0.939	0.939
Gx85745	-0.245	0.244	0.244
Gx25910	0.566	0.0419	0.0419
Gx14424	0.135	0.311	0.311
Gx99259	0.018	0.948	0.948
Gx11395	0.018	0.772	0.772
Gx49736	0.17	0.215	0.215
Gx62599	1.05	0.0012	0.0012
Gx12903	0.031	0.719	0.719
Gx17533	-0.005	0.964	0.964
Gx68948	-0.292	0.0557	0.0557
Gx56123	-0.158	0.532	0.532
Gx41274	-0.004	0.942	0.942
Gx30174	0.065	0.696	0.696
Gx86576	-0.032	0.855	0.855
Gx42013	-0.019	0.761	0.761
Gx87996	0.197	0.267	0.267
Gx89024	-0.163	0.207	0.207
Gx63935	0.035	0.872	0.872
Gx86000	0.436	0.0446	0.0446
Gx30478	-0.043	0.64	0.64
Gx45874	0.037	0.903	0.903
Gx95263	0.054	0.388	0.388
Gx94232	-0.026	0.811	0.811
Gx84229	-0.035	0.83	0.83
Gx66519	-0.513	0.255	0.255
Gx37124	0.113	0.288	0.288
Gx88449	-0.008	0.892	0.892
Gx68649	0.114	0.216	0.216
Gx38646	0.095	0.182	0.182
Gx23636	-0.012	0.901	0.901
Gx95796	-0.068	0.674	0.674
Gx89491	-0.06	0.419	0.419
Gx70334	-0.141	0.231	0.231
Gx99047	-0.17	0.358	0.358
Gx96885	-0.07	0.779	0.779
Gx58375	-0.534	0.486	0.486
Gx72322	0.144	0.621	0.621
Gx91953	-0.164	0.232	0.232
Esvam	-1.207	0.000702	0.000702
Gx40699	-0.152	0.217	0.217
Gx90550	-0.159	0.443	0.443
Gx74331	0.054	0.325	0.325
Gx25235	0.583	0.123	0.123
Gx73740	-0.004	0.944	0.944
Gx79357	0.209	0.343	0.343
Gx70182	-0.083	0.821	0.821
Gx74008	-0.021	0.907	0.907
Gx89698	-0.1	0.0811	0.0811
Gx25863	-0.405	0.0815	0.0815
Gx90464	0.055	0.293	0.293
Gx67953	0.029	0.772	0.772
Gx72943	-0.056	0.282	0.282
Gx13528	-0.042	0.435	0.435
Gx45050	-0.005	0.934	0.934
Gx82287	-0.008	0.962	0.962
Gx96259	0.016	0.94	0.94
Gx58705	0.005	0.978	0.978
Gx74737	0.039	0.602	0.602
Gx55794	0.003	0.97	0.97
Gx38098	-0.092	0.274	0.274
Gx15463	0.219	0.00939	0.00939
Gx91561	-0.164	0.135	0.135
Gx36743	0.141	0.36	0.36
Gx87214	0.004	0.982	0.982
Gx40684	0	1	1
Gx71972	-0.183	0.479	0.479
Gx33264	0.061	0.276	0.276
Gx64228	-0.105	0.732	0.732
Gx82638	-0.245	0.39	0.39
Gx84305	0.027	0.595	0.595
Gx77023	0.059	0.343	0.343
Gx23444	-0.11	0.13	0.13
Gx62989	0	1	1
Gx65523	-0.001	0.987	0.987
Gx22158	0.089	0.168	0.168
Gx51995	-0.036	0.689	0.689
Gx40929	-0.073	0.561	0.561
Gx82750	-0.054	0.469	0.469
Gx71377	0.05	0.476	0.476
Gx92687	0.019	0.715	0.715
Gx32291	0.039	0.624	0.624
Gx48069	-0.251	0.108	0.108
Gx62027	0.182	0.0616	0.0616
Gx19614	0.009	0.901	0.901
Gx96919	0.15	0.024	0.024
Gx91413	0.238	0.224	0.224
Gx10418	0.648	0.255	0.255
Gx71446	-0.078	0.49	0.49
Gx18008	0.078	0.431	0.431
Gx96358	0.202	0.419	0.419
Gx39428	0.013	0.847	0.847
Gx97984	-0.279	0.0725	0.0725
Gx65180	-0.097	0.182	0.182
Gx76956	-0.102	0.191	0.191
Gx48146	0.046	0.679	0.679
Gx70061	-0.188	0.235	0.235
Gx47914	0.107	0.116	0.116
Gx34834	-0.138	0.0452	0.0452
Gx91740	0.038	0.427	0.427
Gx53885	-0.089	0.407	0.407
Gx76298	-0.022	0.849	0.849
Gx74967	0.262	0.149	0.149
Gx80659	0.056	0.416	0.416
Gx67398	-0.049	0.364	0.364
Gx26526	-0.352	0.0598	0.0598
Gx33367	-0.081	0.34	0.34
Gx24020	0.086	0.136	0.136
Gx35152	-0.04	0.423	0.423
Gx68297	0.178	0.126	0.126
Gx42455	-0.025	0.787	0.787
Gx95576	0.029	0.622	0.622
Gx69163	0.063	0.201	0.201
Gx48494	-0.115	0.332	0.332
Gx97171	-0.157	0.0669	0.0669
Gx19177	0.108	0.0804	0.0804
Gx78118	0.024	0.757	0.757
Gx67154	-0.256	0.146	0.146
Gx73809	0.173	0.148	0.148
Gx65361	0.018	0.794	0.794
Gx71930	0.003	0.956	0.956
Gx23418	-0.278	0.0433	0.0433
Gx79537	-0.001	0.982	0.982
Gx63075	-0.048	0.471	0.471
Gx81079	-0.024	0.619	0.619
Gx59505	-0.003	0.96	0.96
Gx34610	-0.274	0.785	0.785
Gx90765	0.397	0.234	0.234
Gx54334	-0.031	0.803	0.803
Gx29336	-0.06	0.407	0.407
Gx99924	-0.011	0.867	0.867
Gx77708	0.058	0.334	0.334
Gx45414	-0.082	0.241	0.241
Gx54295	-0.023	0.774	0.774
Gx24497	0.063	0.721	0.721
Gx90395	0.05	0.338	0.338
Gx75400	-0.109	0.476	0.476
Gx43553	0.027	0.623	0.623
Gx76666	-0.168	0.0634	0.0634
Gx84463	-0.031	0.739	0.739
Gx64589	0.133	0.0329	0.0329
Gx71466	0.088	0.14	0.14
Gx38308	0.086	0.744	0.744
Gx39726	0.091	0.132	0.132
Gx50193	-0.041	0.396	0.396
Gx38621	0.114	0.462	0.462
Gx35464	0.164	0.173	0.173
Gx87522	-0.054	0.626	0.626
Gx13944	-0.002	0.966	0.966
Gx90784	-0.061	0.39	0.39
Gx17661	-0.042	0.458	0.458
Gx48824	-0.291	0.116	0.116
Gx33134	0.052	0.844	0.844
Gx52870	0.106	0.441	0.441
Gx97079	0.049	0.608	0.608
Gx32754	0.052	0.477	0.477
Gx64515	0.074	0.512	0.512
Gx37952	-0.056	0.728	0.728
Gx34609	0.061	0.295	0.295
Gx72208	-0.007	0.894	0.894
Gx16670	0.004	0.936	0.936
Gx39617	-0.18	0.138	0.138
Gx50195	-0.083	0.757	0.757
Gx74448	-0.037	0.517	0.517
Gx71208	-0.03	0.684	0.684
Gx16308	0.201	0.288	0.288
Gx21431	-0.008	0.914	0.914
Gx82450	-0.041	0.432	0.432
Gx16822	0.084	0.814	0.814
Gx11521	-0.012	0.872	0.872
Gx15693	-0.055	0.263	0.263
Gx32415	-0.391	0.0326	0.0326
